Incident Description,Risk Level
"Efforts of the Nigerian government to mandate upstream oil producers to allocate a portion of their output to domestic refineries were resisted by several companies last year, the Nigerian Upstream Pe...",no
The imposition of a $300 landing fee on helicopters servicing the oil and gas sector has sparked controversy in the aviation industry. A member of the Board of Trustees of the Airline Operators of Nig...,no
"The Edo State Government on Thursday said it generated N52.6bn between January and June 2025 in Internally Generated Revenue. The Executive Chairman of the Edo Internal Revenue Service, Oladele Bankol...",no
"The Organised Private Sector of Nigeria has called on stakeholders to review the Financial Reporting Council (Amendment) Act 2023 to ensure it supports business growth and economic development, follow...",no
"Maistrade Multipurpose Cooperative Society Limited has announced the launch of its new financial vehicle worth $5bn. In a statement on Thursday, the Cooperative Society said that the fund, named ‘As...",no
Union Bank of Nigeria Plc has marked World Environment Day 2025 by partnering with the Nigerian Conservation Foundation to host a high-impact symposium themed “Ending Plastic Pollution” at the Lek...,no
"Wema Bank, in its commitment to empowering Micro, Small and Medium Enterprises has disbursed business grants totalling N3m to three MSMEs at the Lagos Leather Fair. According to a statement made avail...",no
"Telecom operators MTN Nigeria and 9mobile have commenced testing of a landmark radio access network-sharing agreement, with a full nationwide rollout expected before the end of July, pending validatio...",no
"Jaiz Bank Plc has posted a 109 per cent increase in profit after tax for the year ended 31 December 2024, rising from N11.24bn in 2023 to N23.48bn. The bank’s profit before taxation more than double...",no
"Nigerian Exchange Group has secured multi-billion naira funding from DEG Impulse gGmbH, a subsidiary of the German Development Finance Institution, to implement its flagship NGX Net-Zero Programme (N-...",no
"Royal Exchange Plc has reported a profit after tax of N496.8m for the financial year ended March 31, 2025, representing a 13 per cent decline from the N571.3m recorded in the same period in 2024. The ...",no
"Henkel Nigeria has launched two new products, WAW Complete 5 in 1 Liquid Detergent and WAW Active 5 All-Purpose Cleaner, expanding its footprint in the Nigerian homecare market. According to a stateme...",no
Supply chain technology firm Excite Panacea has unveiled an AI-powered supply chain analytics dashboard to address fragmented data and disruptions to route-to-market efficiency. According to a stateme...,no
"The founder of the Research Alpha fund and a veteran Asia-Pacific investor, Michael McGaughy, has said that the reforms put in place by the Central Bank of Nigeria and others, such as the harmonisatio...",no
"The Nigerian stock market extended its bullish momentum on Thursday as the Nigerian Exchange Limited recorded a gain of N403bn, driven by renewed investor interest in insurance and banking stocks. At ...",no
Guaranty Trust Holding Company Plc has announced plans to raise approximately $100m through a fully marketed equity offering on the London Stock Exchange as part of its broader strategy to recapitalis...,no
"Foreign portfolio transactions on the Nigerian Exchange Limited surged to N118.9bn in May 2025, representing an increase of 88.54 per cent compared to N63.07bn recorded in April 2025. The rise in fore...",no
"The Federal Government has spent just N4.99tn – only 20 per cent of its total N24.91tn budget – on capital projects in 2024, leaving the country’s infrastructure needs largely underfunde...",no
"There was no power system collapse nor disturbance in the first quarter of 2025, a major improvement in grid stability, according to the latest report released by the Nigerian Electricity Regulatory C...",no
The Asset Management Corporation of Nigeria has announced the sale of the Ibadan Electricity Distribution Company as part of renewed efforts to divest distressed assets and intensify debt recovery acr...,no
"United Capital Asset Management, a subsidiary of Pan-African investment banking and financial services group United Capital Plc, hosted the second edition of its flagship Investment Forum, aimed at bo...",no
"The International Monetary Fund, in its latest Article IV Consultation on Nigeria, praised the Central Bank of Nigeria’s efforts to strengthen the banking sector and drive recapitalisation, but urge...",no
"Dangote Cement Plc has launched a Farmers Empowerment Programme in Benue State, aimed at enabling 50 farmers to produce subsistence and cash crops in commercial quantities. A statement from the firm s...",no
"An agritech expert, Ayomide Olugbade, has urged the Federal Government to prioritise investment in cold-chain infrastructure, warning that the cost-intensiveness of solar-powered storage systems is a ...",no
"The President/Chairman of the Board of Directors of the Africa Export and Import Bank, Professor Benedict Oramah, is exiting the bank at a time when international rating agencies are downgrading the b...",no
"Polo Luxury, Nigeria’s premier luxury goods company, has made a significant mark at the 2025 edition of Watches and Wonders in Geneva, Switzerland. The event, considered the world’s most prestigio...",no
"Zenith Bank Plc has retained its position as the number one bank in Nigeria by Tier-1 Capital for the 16th consecutive year. This is according to the 2025 Top 1000 World Banks’ Rankings, published b...",no
"Nigeria’s non-oil export value in the first quarter of 2025 was N3.17tn, extending an upward streak since Q4 2023. Stakeholders laud this performance, but they are bothered that data gaps continue t...",no
"Trade experts have called for improved market connectivity for African small businesses, urging governments, investors and stakeholders to support more strategic retail linkages and cross-border coope...",no
"Sterling Bank Plc has emerged as the Outstanding Healthcare Financial Institution of the Year at the 2025 Nigerian Healthcare Excellence Awards, held recently in Lagos. According to a statement, the a...",no
The Corporate Accountability and Public Participation Africa has called on the Federal Government to mandate sugar-sweetened beverage manufacturers to place front-of-pack warning labels on their produ...,no
"Efforts of the Nigerian government to mandate upstream oil producers to allocate a portion of their output to domestic refineries were resisted by several companies last year, the Nigerian Upstream Pe...",no
The imposition of a $300 landing fee on helicopters servicing the oil and gas sector has sparked controversy in the aviation industry. A member of the Board of Trustees of the Airline Operators of Nig...,no
The Asset Management Corporation of Nigeria has announced the sale of the Ibadan Electricity Distribution Company as part of renewed efforts to divest distressed assets and intensify debt recovery acr...,no
"The Edo State Government on Thursday said it generated N52.6bn between January and June 2025 in Internally Generated Revenue. The Executive Chairman of the Edo Internal Revenue Service, Oladele Bankol...",no
"The Organised Private Sector of Nigeria has called on stakeholders to review the Financial Reporting Council (Amendment) Act 2023 to ensure it supports business growth and economic development, follow...",no
"Maistrade Multipurpose Cooperative Society Limited has announced the launch of its new financial vehicle worth $5bn. In a statement on Thursday, the Cooperative Society said that the fund, named ‘As...",no
"United Capital Asset Management, a subsidiary of Pan-African investment banking and financial services group United Capital Plc, hosted the second edition of its flagship Investment Forum, aimed at bo...",no
"The International Monetary Fund, in its latest Article IV Consultation on Nigeria, praised the Central Bank of Nigeria’s efforts to strengthen the banking sector and drive recapitalisation, but urge...",no
Union Bank of Nigeria Plc has marked World Environment Day 2025 by partnering with the Nigerian Conservation Foundation to host a high-impact symposium themed “Ending Plastic Pollution” at the Lek...,no
"Wema Bank, in its commitment to empowering Micro, Small and Medium Enterprises has disbursed business grants totalling N3m to three MSMEs at the Lagos Leather Fair. According to a statement made avail...",no
"Telecom operators MTN Nigeria and 9mobile have commenced testing of a landmark radio access network-sharing agreement, with a full nationwide rollout expected before the end of July, pending validatio...",no
"Dangote Cement Plc has launched a Farmers Empowerment Programme in Benue State, aimed at enabling 50 farmers to produce subsistence and cash crops in commercial quantities. A statement from the firm s...",no
